0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-2.990147,-3.098297,-2.948033,-3.506530,1.286322,-4.777732
-1.739301,-0.970123,-1.456649,-1.765682,7.410849,-2.442213
-2.801778,-2.981563,-3.687020,-2.647846,2.559524,-3.377762
-5.596603,-5.662554,-5.606954,-5.594272,-5.723046,-7.447862
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-5.956301,-5.627761,-5.859961,-5.840022,-7.116856,-5.690798
-4.905623,-5.001116,-4.897761,-5.374838,-6.630922,-5.207221
-2.809164,-3.512904,-3.898972,-3.419350,-5.566500,-4.817345
-3.884006,-5.333535,-5.473158,-5.141081,-5.556409,-7.068015
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-3.859123,-4.979608,-4.906263,-4.851350,-5.645646,-5.752501
-5.731055,-5.861186,-5.874924,-5.909166,-6.616129,-7.612637
-5.413680,-5.570211,-5.573529,-5.648321,-5.635369,-7.452926
-4.693437,-4.798454,-4.717665,-4.805474,-6.573192,-4.805702
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.659262,-0.347618,0.495015,4.311505,-1.000000,20.000000
2.543447,-2.437694,-2.377984,-2.432621,-2.424354,-2.464566
9.480044,-0.477001,-1.332134,-1.828406,-3.584044,-1.348899
-2.291234,-2.471611,3.949490,-2.502781,-2.441281,-2.539665
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-3.225520,-3.211955,-3.207162,0.135049,-3.479597,-3.477246
-1.822082,-1.883848,-1.926032,1.024803,-3.251242,-2.450576
-3.481882,-3.365830,-3.382916,-0.725433,-5.560650,-5.158573
-5.387917,-6.187686,-5.475932,-5.531257,-5.628559,-7.456065
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-5.834055,-5.433444,-5.428576,-5.405185,-5.725887,-6.131195
-4.178376,-4.852883,-4.928247,-4.869701,-5.651473,-5.220056
-3.510886,-4.029436,-4.142049,-4.030183,-5.600048,-4.825559
-5.549058,-5.635110,-5.548856,-5.036449,-5.573346,-7.152121
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-4.723232,-5.070292,-5.000988,-4.983533,-5.560568,-7.072164
-6.645062,-6.207714,-6.570794,-6.156488,-6.595004,-7.849048
-5.129952,-5.474912,-6.047541,-5.467675,-5.657820,-7.461993
-4.530784,-4.621664,-4.606707,-4.619731,-6.392327,-4.867540
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.383163,-0.346969,-0.352935,1.531124,-3.252786,-2.458201
-2.462815,-2.012551,-2.037156,-1.791695,-3.284605,-3.487972
-1.027437,-1.039969,-1.273890,-1.235429,-3.338319,-2.880590
5.524143,-2.076221,-2.086594,-1.322819,-3.250341,-2.446127
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-5.092905,-5.359257,-5.384564,-5.268612,-5.556165,-7.465213
-2.318421,-4.320328,-3.513333,-3.634506,-5.544522,-4.968945
-4.212792,-4.754870,-4.829230,-4.715177,-6.456378,-5.178404
-3.617757,-3.732564,-3.191997,-3.637664,-5.569088,-4.790562
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-3.512748,-3.554128,-2.991983,-3.597441,-5.544386,-4.790082
-2.638985,-2.679905,-1.229311,-2.594778,-3.877568,-4.764870
-3.082641,-4.361879,-4.715969,-4.223615,-5.644452,-5.207694
-6.625908,-7.312138,-6.736547,-6.754332,-9.296764,-8.711301
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-5.085138,-6.753724,-5.963041,-6.540705,-7.784707,-8.033703
-3.361302,-3.726672,-3.704745,-3.706096,-5.665063,-5.206863
-3.711850,-4.110110,-4.017068,-4.297849,-5.572104,-4.799870
-3.906026,-4.100273,-4.413440,-4.048229,-5.539633,-5.153482
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-1.343467,-1.635516,-1.499481,-1.723818,-3.290755,-2.645702
1.947800,0.809326,13.989980,-1.342489,-2.657609,-2.538672
-0.901936,-1.175396,-1.016250,-1.349680,-3.251978,-2.454212
-1.434453,-1.406957,-1.507916,-1.627269,-3.252258,-2.455593
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-5.282301,-5.448961,-5.436179,-5.358213,-5.562715,-7.046667
-3.593210,-3.688344,-3.621112,-3.357683,-5.622638,-5.198499
-4.997638,-5.087529,-5.391375,-4.914187,-5.554965,-5.712281
-3.570910,-3.536785,-1.748610,-3.369102,-5.569179,-4.832053
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-3.165000,-3.197152,-1.682941,-3.193905,-3.248277,-3.404645
-2.274135,-2.370913,4.159664,-2.247984,-3.338329,-2.880639
-3.836263,-4.504318,-4.447260,-4.446285,-6.459816,-4.813557
-6.096395,-6.702578,-6.575489,-6.603829,-7.793154,-7.942725
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-6.010460,-6.282136,-6.381715,-5.896807,-7.908400,-7.464478
