0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-3.350550,-3.701764,-3.664147,-3.701764,1.622615,-4.400324
-2.042434,-2.063857,-2.067757,-2.063857,7.714700,-2.970100
-2.377541,-3.035868,-2.741994,-3.030099,2.914016,-4.284098
-5.651909,-5.701110,-5.674805,-5.701110,-5.851985,-6.674680
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-5.642725,-5.781636,-5.780700,-5.786658,-5.792825,-5.851985
-4.891724,-4.900143,-4.522125,-4.895978,-4.897168,-5.796281
-1.460288,-3.638145,-3.600728,-3.638145,-3.940399,-3.940399
-2.763948,-5.336911,-5.340226,-5.340803,-5.851767,-5.851985
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-1.947958,-4.583149,-4.548643,-4.583149,-4.844285,-4.856467
-5.299449,-5.294134,-4.835925,-5.294134,-5.851985,-5.838983
-3.918961,-4.360948,-4.369313,-4.360948,-4.813668,-4.900995
-4.532820,-5.198585,-5.206817,-5.198585,-5.851985,-5.765531
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.340000,-0.100000,-0.016245,3.149000,2.095100,20.000000
2.914016,-3.142476,-3.123322,-2.632531,-4.276587,-3.178614
9.683000,-0.488005,-1.412525,-1.399416,-1.919530,-1.473944
4.348907,-2.376290,-2.440615,-2.376573,-3.281689,-2.394307
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-4.010645,-3.998349,-4.010440,-0.363764,-4.900995,-4.900995
-2.482212,-2.452807,-2.452807,2.384839,-2.970100,-2.970100
-3.428086,-3.377180,-3.371405,0.843780,-3.883107,-3.940399
-5.129694,-5.613825,-5.634851,-5.616978,-5.851985,-5.851985
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-4.859714,-5.657687,-5.656801,-5.665945,-5.851985,-6.764016
-3.016328,-4.796523,-4.795810,-4.826946,-4.900995,-4.900995
-2.351393,-3.638145,-3.638145,-3.621145,-3.940298,-3.940399
-5.432746,-5.433903,-5.433903,-4.941603,-5.760475,-5.851985
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-4.613634,-4.635980,-4.636098,-3.932537,-4.900995,-4.900995
-3.605602,-5.285447,-5.245802,-5.249199,-5.851985,-5.851985
-2.868556,-4.246453,-4.246453,-4.237211,-5.788316,-4.900995
-4.036477,-5.101097,-5.096815,-5.097776,-5.825662,-5.795842
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.199000,-0.199000,-0.199000,3.738776,-1.000000,-1.000000
-2.537074,-2.750197,-2.750197,-2.761519,-2.940981,-2.970100
-1.259903,-1.224790,-1.224790,-1.239241,-1.990000,-1.990000
-1.794364,-2.060101,-2.063857,-2.047755,-2.970100,-2.970100
